# ------------------------------------------------------------------------------
# BRIDGES : 1000 levels sorted by difficulty
#
# - Each line represents a single level, defined on a rectangular grid
# - Each line contains 4 comma-separated fields :
#   total nb of bridges, nb of rows for grid, nb of cols for grid, grid content
# - The grid content is defined by a string where each char represents a cell :
#   1,2,...,9 = number of bridges connected to the current cell
#   . = empty cell
# ------------------------------------------------------------------------------

50,9,9,.5......5.5762..553.56.....66.8.4...79.8593....58.4.2...5....2..695..5..4875..84.
51,8,11,2.24..6...62.....544.633.8.7..51.374..4....3.4...........5.5..5.4..79893.8.7..46.7.67.3.
52,9,10,......277635.....6...4.6651.465.5786...3.1.3...4.4.69.6.3.77.47......33...6.76644.4.......
53,8,8,587247.5798..5..695.5757...477..43...2..86.5...47..5.56742....45
54,6,12,4.532799..6..3.5.5..567526...1..8986.3.....56667....3.9..7.7.257.374.6.4
55,9,11,6.5..8.4....3..46.5...8.97..4653..3..3....22..6.41..3..2..6...96.4..76...65.6....28.9..5.565.8.7..3
55,8,13,6....565.4.......46....54..56...5.3584.63.3..3...3..5..4.....1..36.9..6..5...4..8875.5.5.83..44..3766.5.
56,9,9,353....66..6.5.65.584....2.4952.2..5..4..6..546..1..4857...95.559..69..5355....3.
57,9,11,...4776675.4..63.3.894.3...9556.45...6.2.....34.......4..688...424..3596.48.5....3.2....2....3....3
57,10,11,...24......5...8.5.4..668783...1.77.4...3.3..76.5.3.55452....2.96.5..66..3...7...5....47..3..2...246.857...6..
58,8,11,.5.422..4.4..5...5..57..6.666.4.548.56.2665.68..69.6.2.4..688....533....24.2...4679....4
58,8,13,.5....63..7.43..46.....54597.56....32.27.....9.68.7..32564....2..97.4.66.56...8...96.....5.6...7....685.
59,6,11,.3..4.4..52..43.4.5....487676954.2.4635.6.2..2.8.9977664657.35..55
59,9,12,....3.56465......2...55..34....55.95.3...689..8.44...46....6..7.54.2..7..78...8.43.6592......25..3.3..64..55
60,7,11,2...5.6.6.64364..8793.5.67.372.2.8..8555.5..74.8.9.6.7.4.76.732..6..5..6...64
60,9,12,6..7..76..3..1..2.5....25..5...98.5.55...5.496.755..44....356.6..7..75..6.545.2...3..4..7....2.647..87.4...5
61,8,12,.4....9..723.59.5.7.58.6.....38.7........2...6.8..67..9.95..2.684....5.4.263.17.97..3.5.7.5.57.4
61,8,13,.36.6.56.962.3.3......485.5..89.3......4.....5.4.3.....54.8.6..867565.2735.2.62..............3.5.8.4.365
62,10,10,...54.5..44799.4.2584.5.479457...4.......1.38.9..7....6.7..87.5......555.6..5.....46..8674..5..5674.
62,9,12,.45.85.4.4.3.4..57....35499.894.....574....5...8..7.7978.4...5.4.9...83...86.63....3465...3........3.4...3..
63,8,10,5.68...5..98785.6...684864..2...4.3.77..2.5.....3..9973.69.3796..855..44...65434
63,10,11,.3...33465.38.84.....3.55..3.45.566.4577..6...8..86..4......4......45.47.53..6..4..2.85.6.3...755.....55.7...4
64,9,11,64...6.85..6..4..39.1.5.54........2..2..4.1.355358.64...35885.5..13..57.9775.....555.43.3...53.3...
64,10,11,3.77.4...53..37.3.5.86...5..275965..787.8.....46..55.5...3.3...44..1874.5..63..6..2...4....2.....2.4.77..3....
65,8,10,...3.44.5447....966.2.49876..64.47......4...8983.52.5586.4882.6.869.9.475.7..575
65,9,12,..3..5.6.4...3..684......5637.4.57......44..554..45.5..66.921..2....63.3.5.5...57787......5558862....76...4.
66,10,10,5.534.75.3..6684....74.........3...2.4...3.3547...588.566....4..6..8474.4793.........354..58.7557..5
66,8,13,56......7..6...565.5.5.46..35...759.52.9967676.........5..5.9...5.699..577..6..466..2.....35..7.9.7.4.6.
67,8,11,..5.5.48..6..6.96.4...6866994.238.53.765.7.7.5.67.6.6..78...4..6.24.73..455....56455.51.
67,10,11,....68...436..688...6....5...77968577......5.45....2.56.4...56.57.673......4...4.4955.5.6...4..1..2457889...4.
68,8,10,..455986531..46.5466584...5.9839..99.45.56.3.4.65....66...4....388653.575...7.65
68,10,11,5..6..4....8438..543.....8.8.7...9945.7688.34......46343.....484...9.......4..7....45..3435..7.92..4.7.5723...
69,8,10,4.8.7.9876.69575983.898...46.....89.975.97.57.978.68.2.......765....5.48.74.4576
69,10,11,4.5.43.8..4...5...96.7.3.8.687...6..6..5..475..5...5..354.4..5.5..5.5...56.3..1.5.8..93.3455.7.77.2..464.442..
70,9,11,.6..7..3....68.6..7.73..5...794853..8.3....4.44...3..6739876.75......77...484556996...5.5..476.3..2
70,8,13,35..3.5.....4695.6.9..6..3.4..51.4.6...666.....4951...5.5.668.5...385....648.32.6..452..6...1.24.8.32422
71,10,10,463.577.3.46.4.57574....5.66655..5.5.3..65....5.33.6....5...686.56...374.5.6....7.8645....4.4..3221.
71,10,11,.3.65.2.3.2..1.5..586.397...........565.5....7787.4....785..572.5.7...659.85.534.3..65..3.6...855...1....5.9.4
72,9,11,.5....62....868.64....69.6.8..74.......45.54.5..37772...86..3.6987.655..22..446.6.3..974.4555.43552
72,8,14,.32.4...8...5.48.8.6..8..4...3.9.652.3.8766..9669.4.1...7865..5....6.865..3.52..3.355.74....43...2..4..5..77.52.
73,8,12,...67..67.5......266787445....4.594..4....377..5694..3.76794.4...2.65....6788.4...6.4888757.8.6.
73,11,11,..3......5.55.4367..6......76...24...78....26665.45.6..74647..69.36.......2.....37..9.4.8.6.88.7.3.36.2..1.....42.68652..
74,9,11,597..5....6.57..7.8.6.8.76.8676..8.79.98.9864.3...5454..2....4.4.5.3...3.3.69.........56.345.676632
74,11,11,..56.64855..698.7...852....3..46...4.2..7.5756.....385...6........5.....1....5..7.54.66.68..4...996.56.3...6674764.322..3
75,8,12,68..677.5......1.4..7653.443.7849..46...594....3665.796.7696.674.995..74477.3..24..2.....57.4...
75,10,11,377......63...6.78.4.357..558.4..4..78.........69.9.567...67.9.85.....3....588797866.5..658.3.4.5....4..58.6.4
76,9,11,463.78..84.35..7958842...6.7.85.47.6....4..47.89494..3..576.8..2566...19.7..755...8..7564...5.335.3
76,10,11,4.6...4..5.547...6.74.65.6...6...5.984..57.5..79974.5.5.14..5...6.4..87.62...8.99865567...4574...2.4......44..
77,10,10,..2.8.63..66..9.88.47....379666.55.676..4.5776....6...76..6.6.4...5695.5658.6.5...566.664..45...52..
77,10,13,.69...87556.42.5......1.......1.....3.367.66..5...2..34.6.9..63..55885..44...3..4..6695.44.8.7.67.66..7345567.........3.57.5....3.
78,10,10,2.43586....66....55..53.47796.4..6897..37..4...5..6595...5.4.57..598..5.9967987666.5...854..5..434..
78,8,16,...5.7.446..63.4....59.3..359.4..2..687.5549744637...3..4..4.796....448.8...4...3.......753....458.8..5........4...5..5.7....862
79,9,10,4..5...3...4887..5..599596555.3...877.825.4..75366...4...7973..4.56557...7767..7.458.642.2
79,8,15,.5877....87.5....5..467.6...23.3..66.9765..1.2..44..799938.6.24......65.63.6...5.......1.53..3...489.6....355565.65.5.65
80,8,12,..43....5.5532...4.4958665...6788...578.67899.94.2.463...296.384..36.6656.6.4..8.6.33.....3865..
80,9,14,..1..3.2.64.4.4...4.4..9..5.65.3..3........55.55.45574.3.3.345....6.3.5596574....59....234....767.2.6...95..5696.....17.53..54
81,10,10,46..542....654.5.66663.585.5..5..48..777..5..4.5.2..6.5...77..3.89677658.4....2....47667.6.3..766643
81,10,12,....1248...4.24....9.343...6.856..55.44.393.2..7..67.884.....565.88..8.81........5....5.5.6..84.....8793..78266.5.78.765
82,8,12,...578.6.4.35..987.......46897..357666.6..2..55.486864.589...8944.53.745.6894.4..3.6.5.8.65.6..6
82,10,13,...6....76.5...49...2....2..56.453.......5..74...2.4663....45.7.5.751...7..95...3.56.7.......458549....6.579788676...4..5786.65...
83,9,11,468..535765.79388.6.58....686...6579.95.5.57..46949899........47.53.458.664....1..4.9.6..1.454..4.5
83,8,16,4.46.6565..862...5.4..58.349962......5.7......3.54..4..647...4.2....7..556564..32..476..7...8.62..38..5.443671...1.4..5..5..3...
84,8,12,5.8778.7..54..686.2...78.3.687.6495.56.55..5.9.6...79894..56..25786..795366.844.695.....4...43..
84,8,14,3.367566..663.57.87.....556.98...4..2.6.95.55.76597...45.3..7..973..47565.....77........5.89899.46...2.25.4551..
85,10,10,..3..66.6.33.3547.93..379.655....67....4.586..3865.36.92..26557.6.44..56959....7..667.24543.4.4..2..
85,8,14,...56.5.68.5.435.6....68675.....6.95.4..862.44.362..3.4...57..4..97875.5.956..58.5.1...5.342...55.38544.75.64.3.
86,10,10,...5788653.65579785.2.5.9768.4.6868.6664467..2......6.4...873..35983..4855....5..2.7..5.56...4.66..4
86,12,12,55.354.38.3..3..753.4...76.78.9....55.5...8..83.....3..82...5.6....9.999.353..25.47.2...2.....6.57.......546654..4..45.65.3...43...344.4.4...52.
87,10,12,..5.89.754...393...7.64...35...863.346.87.47...4..2.98......7...86.67.96..6677753..5768.......3..995.67..5.86857.76..556
88,12,12,.5.9.76.52....3....3...5.5.5..7.4....54..67...2546...44....3.2...33..4.55..43.6..6769....4..2.....475.77.85.7755..5...3647.47989.5.7.475.5.5...6
89,9,11,...3.67..4.6678.75..655..5.5..378.699569.8..584.469.8...69984.....5.57.......44.99752.6524.686.584.
89,10,14,...45.5.66.....56983.2...64.4996.2.44.3.44468..1.35....53.7.5.6.97...6.46852...3...4...7.5.1.77....4...24.785556...54.6......6.24..4.5.6...4
90,9,14,33.5.67......44.....697.5...7.4.2.3......45494...66.8855.394.4.76..78.4.7878..7.6.5.4...4.48.29.5...23.9558.84....3.33..64.583
91,11,13,4.353....54.28.99...5.5......653..........88.1..4434467...4.175.6.3...3.7.8.5...4676.4....5.677595.6..87...7.5.588..6.2....6..7.1..3.8..635.6.4
92,10,14,473.6...66.752.4....56..3..2.4..889..583.2..25865.2......4647....68.3..56...4.........5.757.2..244.574.35..57...55..4..594.63....36.5.8.57.5
93,10,15,677.....6.7..56.789..53.2..1.55..6.76...76.3...2........2.4..788.8...4..34...79.5..2...3..685..5.4.5.4..32.46...63....25..37.7.9.544....345.6.7..7.6.3
94,11,14,696...234.864...545..7.88..2.77.765....45..2....8977..4.7.95..2...4787.48..7..6..43...4.3.12.3.....787.5..575..52......2.65....68.6....884.4..24..6...5...
95,10,12,6.7.57.5..756.....4.74...286567.6767..567...49.4..6.8582.7768.7...7.977.....39.5.66.77.5.8.7..7664.....7788.6..446...563
96,10,15,.23.....5.3..464...6...5..65.6.4.38..4.5.5.555..3....3..477...25..4575..75.76.78.95......2.458.35...3.85...674.3..25.9...3547..5...3.426...7.3..3.44..
97,11,11,2.4...5.42.74...47.5.15..259.7.5.878979.53.4757...2.7886.98.7...78.176...2..45.4.87.7....5.377693..46...497..53...3.654.6
98,11,12,48447......4.6.4.4.79.783..777697.6.4.47.6.9..553...1.3.6.6.3.69.487...265..6.85..4..567....6695..3.64....44...6.56...5447684..5..52
99,11,12,.55..6..766......476677.2.4.487.....699..98588....7..9965953.48....7.7..4.3......6..2..3.7.6.5.....53...3.85.23..998454..2685525.5.4
100,10,15,.2.5.56897875..3.77..69966...2..3...4...4..1....93..336887...5.8.47.987...44.25........3..65.88.6...6.55654......4...3.8.74...4.476...549.65....546.43
101,12,13,...58.7.....5..3.6.7..6..6..3..3..286571...565....486..97....6697....8853...5..442.....6.64.3..783..4.4.6..43..68.5....2..89793.4.4..4..9.6.97434.62.7.7.6..
102,9,14,2.65.7.2..4474545..9..4657864...38.6.7.3.6.5..64..4.1..569..8.4.5..486.6.74.5679.7...769.4.2.7.....379.57.2.484.3.48.64..54..3
103,12,12,6.84.57764..52...4.6872.2.486784697..3.6..9.666...394..1..5....6..86.69....65.79.3.22.4....86.862....476...4..3.57......4..4..85..2.65.5566....3
104,10,14,.3...8673..76....3.9.8..5783..4.........4...6437.776543.67...698.....54.452..5864.4..963..6586.56.66..5...784.67554.5...3.578635...464.52...
105,9,14,..4.....55......5....4.5578445..46.8..6873....6776.797..464.886.5537.6..4....48....5599.854.5.5354484.4.54.49.6.59.....5577663
106,11,14,.36.96788.6..5.772....4..7655987..3..1.5.....4...7..3...7..79.4.....3498.5....2.65...5556..5..66.56.56653.6.9..84.3..64..39.3.4.84.53.6.52....6...64.2.5.6
107,12,13,56..56..8..3.5....6....3.35..5.87.8....54.5.6948.8.5.6...7..53..3.78..69.865..59554.7.75..3.57.5855..7764.77.8.2..3...6.7.4..3..9..6....8..5.76.4..6.8.36.64
108,10,14,2.4.545...55542...4..9735..26.8..64...5..37.7....6.2..2.5.9..78..457..86967.7795.5...4.2.47793..47..67.5..4.99.6....6964.5..64687756...6775.
109,11,15,..36..6......2.44774..4....474..4.6.96.854.6.7754565....7.6.4...68...997....6..8..56.4..5..3465.5.5.64.....2....2....478.598.45.55.....468...8886....2.....147896.4..
110,11,16,..5..6..6....3...58.5....2.4..3...6.6..695.95..33.9.8..774....76..63..1...46...54.5..43....79.68.79.3..2.48995.7.27..3..5.654..54.67...49587..654..7..3.6.6...4...2.....5466.334
111,11,15,4755...77.4...23.4.546.64......3.....3.7.3...5...5.8789..7737.74.1.4..3.3.2578...3.4.4.55.4.7.535863...546.6.83.2......4.2.36.3...72.878.75.....4.3...5.7..6..5786565
112,12,13,3.5.3.3...4.4...5....5.3...3.6.5.76...6.76.1..876.77.498.56656.74..3..5955.34.55.4..886...33.475..3....254..8896....24..34.4.6.364.....7899..8346.7.85......
113,9,16,57.774......5.63..2.3545635585...4.6.93.898.5.7479.74.59795...5..3....4...4...5.4.595.688781.6.......68...7.65954..64.8598947.4...2..5..8.665...
114,10,15,.46.4.......6...55..5.87.5.8.459....46.396637...2..788.96.88.66...7.5.9.85.6.....577.7...5678...4..18.9.756.254867.5..14366.697...3.8.6.....43.46.44.4
115,10,16,6...47..6.3..44.76...89893.4.4.2...6.7898746..6.....3..5.6..45.4..167873.6..65..59.6588.575.5.66.65.5..2..3...3....97..1.....24....44.6...565.4.4.8.77435..6.234
116,11,14,.4..6..5643....3..5.886..2....4..3.86.3..24886.84........5.6.8.97.4......6645....13.4878..6.566.5...479.6..65.6447.1.37968..5..68.853.67265..47.65.85..3..
117,12,12,4..6.3.3...2..46..7976.6...56497993..378957669.84.699878.62.4..555....87.675767874.4..2.6.6.885..3..4.75......64.69.7.242.6..........37...7.62..
118,12,13,456.786567.5...44...4.53.3.......5.66..4.3.697...4.5....598.7987.486.5889..7984.5.3..6867.8......5.7...9565.785.5.7.84..967....4..3468875..5.85..674......4.
119,11,14,...36.5.3775....4.9.7..979634.62979.66.56.689.9.55..4..359978..597446..53.475.67..67.57...35.....64.9366.....4.9..7....6.66666..6...8.74..2..1.2.47.5.64..
120,11,16,.476......76....3..765....96.7734...4..5.55.....485.2...5...6.4...37.7...5..65..565..5.89985.67...661.366.63.67.6.65.32...3..686.2445..664...44.65..5......2.3545.644.5.......4.
121,14,14,....4.664.862...5.4..7.3....2.77.5...4..35.2.6......88....584..73..5.62.3...66..87.7.5.3..3.486.26564.3.5....9.76..1..3.5.4.576.5698.554978.6...6568..6....5..547.....5.7.7...7....4..4.6..2..2..653
122,11,15,..25.....9..7554....43666.59.6...6.8..53..6.5..3977..45.78..578......24585..785..594.32.64....3.575...794597...7.6.6..3..64..74....4..747.8.9.49765..54.5759..75..1..
123,13,14,4442.67557.85.3...37..89.5.36.8.47...3..96.....4..7..586...67....2.6676.88....63...773.45......3.7....4.558..7656...98658..86..47685...2..3.54.4..4......64.864...366..93.4...6.....44
124,12,14,.267552.......43.76.6.6.6.62..5765......5.99...5..5..4969945.784.478..762.43.2.5.82.5..88.5.6..5.764.87..4..3.783..2..86.1.397.4..738.6.77.2.5..7.8...85.1.2.3.4...5855.
125,12,15,.2534588.4.2...66...5997.884.2..3..53.52.5.5..6..58...798.6.79.4..1.86..385..13.9.98.697...9...6..6.8....4.46.6.88.8....787..45.76.....5.4......3.677535.8....7.96.55........338.74.
126,12,15,24.....7....3.....2564.6..5562.68.876.864..832.5.878954.5.57.5.1.4.7..58..7.74.4.....365.3.5.2..49...4....7.7..59....95.2..67568.5.....683....4..5.56.48.64.5...8796..5.6..75.4456..
127,12,14,..55.44..6464.....1.2.2....3.37699..87..76.5...3.6894.4.397.5.4644..55.6...5.4..5.....3.5...2.9875..7.989..694.333.45665.88.95.1.8..7....345..66..4858.995.....3.865.65.
127,13,16,..12.2......44.26.....9.7.9.875..5.6.4.3......5...36995.1..55....5.1.4.9.88.6576.98.9.4..3..3.7789.3..........675.2.33686....3.7653.66.69.6...377..8..2...684..55.255...7368...4.5..3...4.......6964.6.65..6..1.
128,14,14,.455...474...32..6.43..55.47.75.23..5.6..7...77.7....8.7.4.75...5.65..8..95.2........477.86.8.9796.46..4.36..48..4...696.46.5..698.6.3...46..3.5....4546...6766853........3........83.46.53466.4.3..
128,12,17,.1...46..747.86....5.7...5..856.1.2.7.86.88..556.4...65.93.5.2..386..267.9.7..4.4.5....54..3.....4..52.4.4..5...5..56..48..1..4966..5...27.65.4.7..4...3....77....75.4.5......2...87.6.695..589.77586.76564.
129,13,15,.6.....867.4.4..7.66.69.83.54...3....6.5.3....554.57.3.1.4.544..458.74.7....1..4.8.7..9.2.5..6.5....3856..28.6786.59647.5..2.....583...7.9842...66..3..33.3....4.34.545.64...47564..3556..75.......
129,14,15,.16.85..4444554....4.3...4..1.4.8.4..4.3..4.7.4...5588..9.5.59....7.4.5.2...3..4.....3.6964...5..4.4.965.454.93...4.8.4..89.7.9..74....4..3.4.1..66..54..5.98.568.44.44.3.6646.6..1.8.9......53....6554.3.4...74..
130,11,15,5.4..4.48..7.525..367..9.4.3..5.6879.3.2577.2..7688....43..278996.6.8...384..37..643..5.8.78655756.3.2..3.37.2....36.4..4.3....5.2.4995.2...7354.64.53..12.6....6.64.
130,12,17,34.4.6.55.....55....375..7...4..3.53.66..5.5.3.66....56.55...1....4.6.53.78.6.....883........68568..4..4...7.87875..3..543..5...64.4...44....48685...6.5.254.....4.94.6.56.354..5..47.453.3.48656..4......1.
131,12,15,376..2......4543...4...54..577....45..45.4..569646964..4.34.56.5....5..6.8.796.4..5834.1.....64..6..9897.6865.......64..3.5.47.64.85.89.4..2..3...666.89555.....874.3574.566.5.5..3.
131,12,17,247.9.646.7.9...43..1...2.....44..67....5..2.2.5866.3.1998....673.765.7.68869977..64...5....37969867.66585.47..84..1.45......6.6.352....7.5......1..........5.4.3..3...65.9.69..3......1.535..53..46......3.
132,13,15,4....557....4......45.53774.46..1..5..1...3474..44.2.....567.457.75...79....643..5...4..4..5.55998.....4..525...6..56..4.3.......7765..54.6.468.544..3.5558.97...5.4.476.6.76..4774....1...6.5.78.3
132,13,16,.46577....7....4.57..65..5.2....467.87.4......3..57767.6.4.5..8..465.7...7.3..8..48...5.3.5...8765..465.3.7...6..7649978.68.4.4....1..39..8..3.5.7..98.84..32...2..16876.177..2..5...663....22....364..55.......
133,12,15,68.44.57.7.77.467.97898.9.96967.58.99..4....3.....266695...39.....6.57.7.8.544454.6866667748...5...49.7.84.........24..6...5.43.5...4..6..6...6.66.734.2...24..4..6655..6..5..67.4..
133,12,17,..6.7567574.736.6...1..69.9569.7.5......25.6..3.6.5.....4..3.55.....32.4..3..84...678....3....6..4.85.5.99....47.58.63.42....255.3.64668..1...3.96.4..83.3..7.587.1.3.35.6....5.759.4.....24...8.5.44.55.63.
134,11,16,.5.5.775..745...3.2346..2.9.9.756.3..4.4..4.5....6..86...3.66.8..5..97743..8..5.58.6669..649.8.7.656.87..5.7595.5465...5....99886.6.66.8.363.4...3.46..6.67.4..6486..8....8..774
134,12,17,.5..4..4.5.4.3..349.746.995...4..7...547.78.573.445.63..65....78.8655..1...3..3.5.5...4..3.4..7.88.83.73...8.424.5.37.46.4..7....6.36..57.5.65.....5.86.73...75....6...3......5..434.745..8...2.34.5..66...5
135,12,15,47..666764....4.56.4...2.54...44....67.55.4.7.2..3597.96.576.3565.6.475776476.7....68.6...553534.5.8...54.....4....38..43955..1.1.25.97.3...3..57..542...72..3..4.4.....4.566656....
135,14,15,.66....546764....46...5.1..6.2.4...2895.4..451..43..4..6..5..5636.5....3.......3....59....497..674..8.497.4...3.1...4.96.67..99.65.326.....45..5.85.6...56.....87.44....996...5..9.8..56587.884.4.3.56..5765.54...
136,12,15,.25...7.44...4..58.7.6...6..5.1.6.6..5445.55..79.4......44.3.785.3...6.9988.5665999.9.78757...7784..5.3....1...4.......3.4.6.3.34.64.64.2..1.6.4589.93.55894.3.64.56.57676.53...65..
136,14,16,44..6...666....466379...7...2..6...573.5754.5.1..6.........88..67....6.6.6.9.35.9..4.5.5..2....2..3.3.3.4.2.4..48.5..6.23...5.6.77.4564..8.8...4487.85...6..3.64.3..8.964..3..76.55.5.7.3....35.75.3.....7...76.5....542..223563
137,13,15,35...5..7.7.56.687.5.356..1.54.6.497...2779.868...43.5...6.8.577..698698.........9944......35.3..68843.....2......8....72..5..8.695.54...4.1....8856962.45...3.6963.....3...44.85696.2....5.688...4
137,13,16,..47..6..64.....3.694.93..95.5.44...679.5.8..5....46..797.53.4..77.4.688.6...888.4...8788..45.6787266...4..49884.7.8.5...66.85...8.989.5.94........3.42.34.3....4.2.67.42..76.4..5....3....4..4.2..24.5...5.2...
138,12,15,.37.65874.54.3...646.98.88.163......86.998.98.55..58.68......6.1..4658.6.8749..3.....5..65..32.7.6.69636754....3...78.7...6..764...5.864.35..8.6.....37..53..2..9..95422.4.55556.363
138,12,17,.3.5.66..69.7.52.1...46.35.8.6....2.55....7..89.56456......85.88.85.8966.....2....7..88.5.2....2.455.5.6886..6..2377.4...59..5.7..8775.7..67......2....16...5.3.76.5.468.56.93..3....6..4...38645.77.67.242.
139,14,14,56.667...45.2..63....3.89.75.878..3.48.2.469.6..63..497...475.....67........5.96....598.3..2....4.564..5.78983.3.7.23..66.3.....2.53....6.5.8955..786.464.8865.55..566..44..67....4.35..136..33..764
139,13,17,45.656.6.5.6..6536.35964....7....6....4..22...79..86....4....4.75..76676..46.77.3..37.75..63...6..5..8..87...5...4..3.....2....3.56....4..7.79.89...4684...4..6.4...2.66.3.5......77..586.....1..2.3...654.4584.4.7765555.653
140,13,14,467..8.8....74..7.883..56386.3..696..57564465.5.5..5653..7.586.4..36.667.992.3..47477.497.78.4....77.4..6..2...3.4....4..5783.5.2..3.7..475.87.46..6694...56.......4..4..2..53.47.3...
140,12,18,.5.74..6.8.......6.8.8..3.1.3.667.4.23......463..785595.4...2.6..89..4.652.544.8.2.4......96.79.9954..76..36554.3376.64.4..6.5...8...7...4..3..554.66..9..5.4.6657..6...34...984....5.6....5....787..544.55......788.444
141,13,14,67.6.865575...4.3.698..5..2...886....674....6..4..3..4...67.595987..85687755.796.57.69.5.352..65..4..36.3.6.3...86...3..99.973.6..437.97.3...785..963...4.798...84...26.497...7..65.6.
141,14,15,3..56...6.3...2...5.4..83..33.....9733...386.5.45...685.675679959.895..78.64.5.886......1.4.........3666..5...6..5696.4.5...5...6.9...7..4.8...2..57.53.63.1..4.3.73....4..792.65784..686.96.58.55..2.5..6....5.6.
142,14,14,.46.7.87667.5....45...56.36..4.....66....157.67..78.4.5..4468.6.79.5...5.4.1.4.4.97..8.677893...65572..797.34.....32.1.74..75..54.9.85.......3..55..5.86...........49995564..9...5454.57.4.8.4.5.4.2
142,13,17,.3..786.68.86.35...2.576..7967..7..563..5.86..4..4...2....3.4...57.5.7.66.49..8..6..........556.74.455.8.97..7.5...4.3..4.5.....8.9978.54......6785.2.945..3..35..58...9.68.84...5.....3..285.2..78.6..2.44.563.2333.6...5.3.
143,13,15,4...65.6722....55.675.46..3.2...378.5.6.584..2.4.6.647..4.3.56..6.9...6.4..34..64.376...642.68.....55.4..446.47..677763.5.684..5...652....45..7.7..3.56..67763........3..999..6.4..6..3.775...365.4
143,13,17,.3.....7..55....3...1.449.5..4.33.6...6..7.996.44..8...7.873.63......3666.3...4..69866......4.4...37.464.74968859.9.986.4.6.5..6.94.55.31...2.76564.2..3...6...57.66...4...4...2.4...3...44..59.6..337..7..2.2.544..359..673.
144,13,14,4..4.68658..8478...86.4.459558656..99.5.67.69.....6.....6.955.269...46.47675.787.3.4..3.....57.4956...6..1....85686..6..889793795..5......4.6994.8.5.39.5.469978.8..745..698.....3....
144,13,17,5.8.577.4...65.745.7.99.254......3.4.5.49.67..6.387....6.959.8.7...62.68665.75..3.74.3.86.83...76.4.....7.7..476.7.98..87937.......1.7.7......2..4.63..257.8.955..75...3..558393..5...24..........26..5.7.42....5.5.65...3...
145,14,14,27.4..4.7.5..5.74.3..6866567.4........6..6....55.6599.2.....68585.73442...5.576594..66..3..88.8..7.56.47.3...6.96.33.4......478.....9...4.876.4.547....48564..545...4.8444..67534..55...3.67...6..52
